,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
408,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:45,07h 15m,INR 432,28 Seats available,"4.2
477",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
409,Svkdt travels,A/C Sleeper (2+1),22:20,06:30,08h 10m,INR 499,25 Seats available,"4.2
340",https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
410,NueGo,Electric A/C Seater (2+2),22:15,05:25,07h 10m,332,18 Seats available,"4.2
294",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
411,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,INR 408,24 Seats available,"4.6
369",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
412,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),22:20,05:00,06h 40m,INR 300,48 Seats available,"4.6
104",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
413,AdOrange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:00,06:00,07h 00m,INR 700,21 Seats available,"3.9
96",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
414,IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,INR 630,21 Seats available,"4.6
230",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
415,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:07,07h 52m,INR 450,23 Seats available,"4.2
425",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
416,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,INR 595,26 Seats available,"4.4
275",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
417,Zingbus Plus,A/C Seater / Sleeper (2+1),22:35,05:55,07h 20m,346,26 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
418,GMRK Tours and Travels,Bharat Benz A/C Sleeper (2+1),22:45,05:10,06h 25m,INR 589,20 Seats available,"4.4
428",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
419,Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:05,07h 20m,385,33 Seats available,"4.4
487",https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
420,NueGo,Electric A/C Seater (2+2),22:50,07:12,08h 22m,432,21 Seats available,"4.0
404",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
421,NueGo,Electric A/C Seater (2+2),22:05,06:27,08h 22m,408,15 Seats available,"4.2
405",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
422,LVP Travels,A/C Seater / Sleeper (2+1),21:20,05:30,08h 10m,INR 580,26 Seats available,"4.3
220",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
423,AdSri Atluri Travels,A/C Seater / Sleeper (2+1),21:15,05:20,08h 05m,INR 610,25 Seats available,"3.8
129",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
424,Sri Venkata Padmavathi Travels,A/C Seater / Sleeper (2+1),22:15,06:20,08h 05m,INR 490,23 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
425,Nani Svkdt Travels,A/C Sleeper (2+1),21:45,05:26,07h 41m,824,14 Seats available,"4.0
176",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
426,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),22:20,05:48,07h 28m,INR 529,23 Seats available,"4.3
62",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
427,BSR Tours And Travels,VE A/C Sleeper (2+1),22:40,06:15,07h 35m,INR 880,12 Seats available,"4.7
34",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
428,BSR Tours And Travels,VE A/C Sleeper (2+1),23:25,07:00,07h 35m,INR 880,9 Seats available,"4.5
57",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
429,Nani Svkdt Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,824,14 Seats available,"4.1
59",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
430,APSRTC - 52593,Express(Non AC Seater),13:30,18:30,05h 00m,INR 190,28 Seats available,"3.6
73",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
431,APSRTC - 52527,Express(Non AC Seater),14:00,18:30,04h 30m,INR 205,42 Seats available,"3.5
54",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
432,APSRTC - 52529,Express(Non AC Seater),15:00,19:30,04h 30m,INR 205,43 Seats available,"2.4
41",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
433,APSRTC - 52530,Express(Non AC Seater),16:15,20:45,04h 30m,INR 205,45 Seats available,"1.0
6",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
434,APSRTC - 52532,Express(Non AC Seater),17:30,22:00,04h 30m,INR 205,44 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
435,APSRTC - 52533,Express(Non AC Seater),18:45,23:30,04h 45m,INR 205,43 Seats available,"3.3
40",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
436,APSRTC - 6160,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,23:59,04h 44m,INR 301,31 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
437,APSRTC - 6182,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,00:45,05h 00m,INR 301,29 Seats available,"1.7
5",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
438,APSRTC - 52535,Express(Non AC Seater),20:30,00:30,04h 00m,INR 205,44 Seats available,"4.4
34",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
439,APSRTC - 6112,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,02:00,04h 00m,INR 301,32 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
440,APSRTC - 52596,Express(Non AC Seater),22:30,03:30,05h 00m,INR 205,39 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
441,APSRTC - 6129,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:20,03h 50m,INR 301,31 Seats available,"4.3
6",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
442,APSRTC - 52542,Express(Non AC Seater),23:00,04:00,05h 00m,INR 190,38 Seats available,"4.1
137",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
443,APSRTC - 52537,Express(Non AC Seater),23:05,04:00,04h 55m,INR 205,42 Seats available,"3.9
15",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
444,APSRTC - 56083,INDRA(A.C. Seater),23:15,02:45,03h 30m,INR 367,35 Seats available,"4.4
18",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
445,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:00,02:40,06h 40m,INR 399,25 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
446,Indu Travels,Non A/C Seater / Sleeper (2+1),20:00,02:15,06h 15m,INR 449,15 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
447,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),20:25,02:30,06h 05m,INR 449,35 Seats available,"4.6
16",https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
448,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:30,02:05,05h 35m,INR 399,30 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
449,Vasavi travels,NON A/C Seater/ Sleeper (2+1),20:30,02:00,05h 30m,INR 449,33 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-kadiri,Bangalore to Kadiri
450,APSRTC - 6225,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:00,18:45,03h 45m,INR 226,9 Seats available,"3.5
105",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
451,APSRTC - 5769,Express(Non AC Seater),17:30,20:45,03h 15m,INR 157,9 Seats available,"3.3
115",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
452,APSRTC - 47135,Express(Non AC Seater),20:15,23:15,03h 00m,INR 143,30 Seats available,"3.1
145",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
453,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,23:59,04h 44m,INR 455,24 Seats available,"5.0
9",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
454,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:05,02:00,05h 55m,INR 399,35 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
455,Maheswari Travels,Non A/C Seater / Sleeper (2+1),20:15,02:00,05h 45m,INR 399,27 Seats available,"3.9
6",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
456,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,03:00,06h 20m,INR 399,29 Seats available,"4.1
7",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
457,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,02:00,05h 20m,INR 398,35 Seats available,"2.5
7",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
458,Sri Vinayaka Travels,NON A/C Seater (2+3),21:30,01:30,04h 00m,INR 350,30 Seats available,"2.2
6",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
459,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),19:30,00:30,05h 00m,INR 500,28 Seats available,"3.1
11",https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
460,Sri Vinayaka Travels,NON A/C Sleeper (2+1),19:45,02:00,06h 15m,INR 599,30 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
461,Maheswari Travels,NON A/C Sleeper (2+1),20:00,02:05,06h 05m,INR 550,21 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
462,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,02:00,04h 30m,INR 500,45 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-madanapalli,Bangalore to Madanapalli
463,APSRTC - 36430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:34,03h 34m,INR 302,34 Seats available,"4.0
56",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
464,APSRTC - 4408,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:34,03h 34m,INR 302,31 Seats available,"3.8
82",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
465,APSRTC - 4430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:24,03h 54m,INR 313,34 Seats available,"3.0
85",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
466,APSRTC - 36005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:04,03h 34m,INR 302,34 Seats available,"4.2
56",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
467,APSRTC - 4406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:03,04h 03m,INR 302,34 Seats available,"3.7
29",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
468,APSRTC - 4418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:34,03h 34m,INR 302,34 Seats available,"4.1
46",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
469,APSRTC - 4393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:04,03h 34m,INR 334,26 Seats available,"4.3
98",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
470,APSRTC - 4379,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,02:34,03h 34m,INR 334,34 Seats available,"3.9
22",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
471,APSRTC - 4391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,03:04,03h 34m,INR 334,9 Seats available,"4.1
103",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
472,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,06:15,06h 16m,INR 599,30 Seats available,3.8,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
473,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 999,41 Seats available,3.0,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
474,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,INR 599,34 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
475,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),20:50,05:00,08h 10m,INR 3000,40 Seats available,3.8,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
476,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),23:20,06:40,07h 20m,INR 1199,1 Seat available,2.9,https://www.redbus.in/bus-tickets/macherla-to-hyderabad,Macherla (andhra pradesh) to Hyderabad
477,APSRTC - 3051,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:15,17:40,04h 25m,INR 298,35 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
478,APSRTC - 24025,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:30,18:25,04h 55m,INR 328,35 Seats available,"4.1
16",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
479,APSRTC - 4278,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:35,17:50,04h 15m,INR 315,32 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
480,APSRTC - 27069,METRO LUXURY A/C,14:30,18:45,04h 15m,INR 467,14 Seats available,"3.9
111",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
481,APSRTC - 9322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:30,04h 00m,INR 313,30 Seats available,"2.4
12",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
482,APSRTC - 4282,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,19:05,04h 15m,INR 315,34 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
483,APSRTC - 4507,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:25,04h 25m,INR 313,34 Seats available,"1.6
4",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
484,APSRTC - 4977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,INR 315,34 Seats available,"3.5
21",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
485,APSRTC - 2811,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,21:00,05h 15m,INR 328,35 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
486,APSRTC - 4468,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:25,04h 25m,INR 313,33 Seats available,"1.6
7",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
487,APSRTC - 3978,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,20:20,04h 00m,INR 313,33 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
488,APSRTC - 27136,METRO LUXURY A/C,16:30,20:45,04h 15m,INR 467,18 Seats available,"4.1
97",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
489,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,20:15,03h 45m,INR 528,40 Seats available,"4.1
51",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
490,APSRTC - 4466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,21:00,04h 15m,INR 313,33 Seats available,3.7,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
491,APSRTC - 2745,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,20:50,03h 50m,INR 312,30 Seats available,"3.4
60",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
492,TGSRTC - 8710,Lahari Non A/C Sleeper Cum Seater,14:00,18:00,04h 00m,INR 348,40 Seats available,"2.1
13",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
493,NueGo,Electric A/C Seater (2+2),13:45,18:25,04h 40m,380,18 Seats available,"3.9
20",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
494,NueGo,Electric A/C Seater/Sleeper (2+1),19:05,23:25,04h 20m,331,24 Seats available,"3.7
56",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
495,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:10,02:00,02h 50m,INR 450,19 Seats available,4.0,https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
496,NueGo,Electric A/C Seater/Sleeper (2+1),23:20,03:45,04h 25m,427,33 Seats available,"4.1
41",https://www.redbus.in/bus-tickets/rajahmundry-to-visakhapatnam,Rajahmundry to Visakhapatnam
497,APSRTC - 9264,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,19:00,05h 30m,INR 469,33 Seats available,3.7,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
498,APSRTC - 6424,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:30,05h 30m,INR 470,9 Seats available,"2.5
25",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
499,APSRTC - 9981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:30,06h 15m,INR 469,33 Seats available,"4.3
25",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
500,APSRTC - 6440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:10,05h 40m,INR 470,34 Seats available,"4.2
30",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
501,APSRTC - 6411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:15,05h 30m,INR 502,24 Seats available,"4.2
42",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
502,APSRTC - 51256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03:55,05h 55m,INR 502,25 Seats available,"3.6
83",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
503,APSRTC - 51545,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,03:15,05h 10m,INR 501,19 Seats available,"4.0
52",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
504,APSRTC - 6435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,03:40,05h 25m,INR 469,34 Seats available,"3.6
53",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
505,APSRTC - 6413,INDRA(A.C. Seater),22:30,03:05,04h 35m,INR 606,30 Seats available,"3.6
122",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
506,APSRTC - 6437,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04:00,05h 15m,INR 470,33 Seats available,"3.8
67",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
507,APSRTC - 51274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:30,05h 15m,INR 502,20 Seats available,"3.9
81",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
508,APSRTC - 6465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,04:35,05h 20m,INR 470,34 Seats available,"3.3
86",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
509,APSRTC - 6067,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:00,04h 30m,INR 649,13 Seats available,"3.9
70",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
510,APSRTC - 6103,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:55,05h 05m,INR 501,27 Seats available,"4.4
27",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
511,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),23:35,06:00,06h 25m,INR 500,29 Seats available,"4.4
212",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
512,BRS Travels,NON AC Seater / Sleeper 2+1,23:00,05:30,06h 30m,INR 500,35 Seats available,"4.0
286",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
513,BRS Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,INR 750,14 Seats available,"3.9
344",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
514,Indu Travels,A/C Sleeper (2+1),23:30,05:25,05h 55m,INR 799,13 Seats available,"4.1
107",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
515,Indu Travels,Non A/C Seater / Sleeper (2+1),23:45,05:45,06h 00m,INR 399,23 Seats available,"4.3
83",https://www.redbus.in/bus-tickets/nandyala-to-hyderabad,Nandyal to Hyderabad
516,APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:40,05h 40m,INR 353,28 Seats available,"3.5
27",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
517,APSRTC - 6006,INDRA(A.C. Seater),13:15,18:15,05h 00m,INR 422,28 Seats available,"3.8
30",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
518,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:15,19:30,05h 15m,INR 524,44 Seats available,"3.8
59",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
519,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:25,05h 55m,INR 353,31 Seats available,"3.6
47",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
